,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,COVID beta,SPY_beta,S&P500
321,MYL,Mylan N.V.,Health Care,39.25,8.35,0.0,0.93,47.82,29.39,21698849265,3113300000.0,2.5358944,1.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL,0.019319568625946457,0.7399180570003036,S&P500
5,ATVI,Activision Blizzard,Information Technology,65.83,31.8,0.43190324,1.28,74.945,38.93,52518668144,2704000000.0,10.59512,5.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI,0.019359773463067796,0.6454537473322671,S&P500
9,AMD,Advanced Micro Devices Inc,Information Technology,11.22,187.0,0.0,0.03,15.65,9.7,11191663795,339000000.0,2.1091955000000002,21.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMD,0.01940068129234403,1.1565882539025065,S&P500
30,AMZN,Amazon.com Inc,Consumer Discretionary,1350.5,296.16,0.0,6.16,1498.0,812.5,685873374731,16132000000.0,3.927053,24.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN,0.019482404978986515,0.7099185974852367,S&P500
487,WDC,Western Digital,Information Technology,80.09,10.19,2.389201,1.29,95.77,71.38,24760297793,5169000000.0,1.245503,2.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC,0.020555458651332282,1.4273464484437395,S&P500
395,RMD,ResMed,Health Care,89.26,31.54,1.5120423,2.41,104.78,67.04,13233622689,636942000.0,6.1640687000000005,6.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD,0.02063472452479971,1.0166355076033835,S&P500
124,CAG,Conagra Brands,Consumer Staples,35.49,18.2,2.3683476000000003,1.46,41.68,32.16,14379717835,1281200000.0,1.8294993999999998,3.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG,0.021075781492984478,0.44606322837906526,S&P500
480,WMT,Wal-Mart Stores,Consumer Staples,100.02,23.1,1.983471,4.39,109.98,66.89,304680931618,30721000000.0,0.82099426,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT,0.02127575067156738,0.5537640690781926,S&P500
326,NFLX,Netflix Inc.,Information Technology,250.1,200.08,0.0,1.25,286.81,138.26,114805404842,809028000.0,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX,0.021827105328401344,0.6931401693946194,S&P500
224,HAS,Hasbro Inc.,Consumer Discretionary,96.48,20.57,2.2304833,4.34,116.2,87.92,12732072001,1028425000.0,3.2375681,5.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS,0.023041567617069016,1.1032374293504297,S&P500
309,MCHP,Microchip Technology,Information Technology,79.9,21.77,1.7512966,0.66,99.17,69.76,19393095636,997492000.0,7.4475183000000005,5.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP,0.023712270861135958,1.4789473096862866,S&P500
195,FLIR,FLIR Systems,Information Technology,46.46,25.53,1.2396694,1.21,52.88,33.75,6706992926,375267000.0,5.137961,3.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR,0.026064908966950285,0.7464904286787267,S&P500
151,DLTR,Dollar Tree,Consumer Discretionary,101.58,26.66,0.0,3.77,116.65,65.63,25151198417,2430300000.0,1.6097589,4.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR,0.02705939001097488,0.7892911963099056,S&P500
85,COG,Cabot Oil & Gas,Energy,23.01,60.55,1.0269575999999998,-0.92,29.57,21.4,10808821635,404951000.0,8.636728999999999,4.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COG,0.027165001712310274,0.8199880660630776,S&P500
247,INTC,Intel Corp.,Information Technology,42.75,12.32,2.6548672000000004,1.98,50.85,33.23,211536000000,26247000000.0,3.348876,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC,0.029218905944771785,1.2103574811573592,S&P500
271,KLAC,KLA-Tencor Corp.,Information Technology,98.54,16.59,2.2988505,5.88,121.65,86.33,16078622033,1506642000.0,4.3395863,12.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC,0.02948261218843561,1.5121500981982585,S&P500
116,CTXS,Citrix Systems,Information Technology,84.53,20.37,0.0,-0.24,95.0,73.3346,13199167493,810268000.0,4.7538714,6.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS,0.035769992225420856,0.6066360069021229,S&P500
